id,id_de,noi_dung,dapan_a,dapan_b,dapan_c,dapan_d,dapan_dung
559,28,256 + 189 = ?,444,445,446,447,C
560,28,620 - 287 = ?,332,333,334,335,C
561,29,45 x 8 = ?,356,357,358,359,B
562,29,144 ÷ 16 = ?,8,9,10,11,C
563,29,325 + 174 = ?,498,499,500,501,C
564,29,630 - 297 = ?,332,333,334,335,B
565,29,16 x 5 = ?,79,80,81,82,B
566,29,108 ÷ 9 = ?,11,12,13,14,B
567,29,423 + 176 = ?,598,599,600,601,C
568,29,800 - 487 = ?,312,313,314,315,C
569,29,19 x 3 = ?,56,57,58,59,B
570,29,144 ÷ 8 = ?,17,18,19,20,B
571,29,214 + 387 = ?,600,601,602,603,C
572,29,550 - 276 = ?,272,273,274,275,C
573,29,5x - 3 = 12. Tìm x.,A:2,B:3,C:4,D:5,C
574,29,Giải phương trình x^2 - 9 = 0.,A:2,B:-3 và 3,C:3,D:0,B
575,29,Tính đạo hàm y = x^2 + 3x.,A:2x,B:2x + 3,C:2x - 3,D:3x + 2,B
576,29,Tìm GTLN của y = -x^2 + 4x + 1.,A:5,B:3,C:4,D:2,C
577,29,2x + 3y = 6. Tìm y khi x = 2.,A:0,B:1,C:2,D:3,B
578,29,Tính tích phân ∫0^1 x dx.,A:1,B:0.5,C:2,D:0.25,B
579,29,"Giải hệ: x + y = 5, x - y = 1.","A:(3,2)","B:(2,3)","C:(4,1)","D:(1,4)",A
580,29,Tìm nghiệm x^2 - 4x + 3 = 0.,A:1 và 3,B:2 và 3,C:1 và 2,D:0 và 3,A
581,30,Hàm số y = 2x^2 - 8x + 6 có cực trị tại x = ?,A:1,B:2,C:3,D:4,B
582,30,Giải phương trình 3x + 5 = 14.,A:2,B:3,C:4,D:5,C
583,30,Tìm nghiệm phương trình x^2 - 16 = 0.,A:4 và -4,B:8 và -2,C:2 và -8,D:0 và 4,A
584,30,Giải phương trình x^2 + 2x - 15 = 0.,A:3 và -5,B:5 và -3,C:3 và 5,D:-3 và -5,A
585,30,Tìm x biết 3x - 7 = 8.,A:5,B:3,C:4,D:7,C
586,30,Tính đạo hàm y = 5x^2 - 3x + 2.,A:10x - 3,B:10x + 3,C:5x - 3,D:5x + 3,A
587,30,"Giải hệ: x + 2y = 5, x - y = 2.","A:3,1","B:1,2","C:2,1","D:4,1",A
588,30,Tìm giá trị x để 2x^2 - 8x + 6 = 0.,A:1 và 3,B:2 và 3,C:1 và 2,D:0 và 3,C
589,30,Tính tích phân ∫0^2 (2x + 1) dx.,A:4,B:6,C:5,D:7,C
590,30,Giải phương trình 4x - 5 = 11.,A:3,B:4,C:6,D:5,C
591,30,Tìm GTNN của y = x^2 - 4x + 7.,A:1,B:2,C:3,D:0,B
592,30,Giải phương trình x^2 - 10x + 21 = 0.,A:3 và 7,B:7 và 3,C:2 và 8,D:1 và 21,A
593,30,Tính đạo hàm y = 7x^3 - 4x.,A:21x^2 - 4,B:21x^2 + 4,C:7x^2 - 4,D:7x^2 + 4,A
594,30,Giải phương trình 2x + 7 = 15.,A:3,B:4,C:5,D:6,C
595,30,"Giải hệ: 3x + y = 7, x - y = 1.","A:2,1","B:1,2","C:3,4","D:4,1",A
596,30,Tìm x để x^2 - 6x + 8 = 0.,A:2 và 4,B:1 và 8,C:2 và 4,D:3 và 5,A
597,30,Tính tích phân ∫1^3 x dx.,A:3,B:4,C:5,D:2,C
598,30,Giải phương trình 5x - 9 = 11.,A:4,B:3,C:5,D:2,A
599,30,Tìm nghiệm x^2 - 2x - 3 = 0.,A:3 và -1,B:1 và -3,C:2 và -3,D:3 và 1,A
600,30,Tính đạo hàm y = x^3 - 6x^2 + 9x.,A:3x^2 - 12x + 9,B:3x^2 - 6x + 9,C:3x^2 + 12x + 9,D:3x^2 - 12x - 9,A
601,31,Tìm giá trị cực đại của y = -x^2 + 6x - 5.,A:2,B:3,C:1,D:4,B
602,31,Giải phương trình 3x^2 - 12x + 9 = 0.,A:1,B:3,C:2,D:4,C
603,31,Tìm nghiệm phương trình x^2 - 9x + 20 = 0.,A:4 và 5,B:5 và 4,C:2 và 10,D:3 và 7,A
604,31,Giải phương trình 6x - 9 = 3.,A:2,B:1,C:3,D:4,C
605,31,Tính đạo hàm y = 4x^2 + 2x - 1.,A:8x + 2,B:4x + 2,C:8x - 2,D:4x - 2,A
606,31,Tìm giá trị x để x^2 - x - 6 = 0.,A:3 và -2,B:2 và -3,C:1 và -6,D:3 và 2,A
607,31,"Giải hệ: x + y = 7, 2x - y = 4.","A:3,4","B:2,5","C:4,3","D:5,2",C
608,31,Tính tích phân ∫0^1 (3x^2 + 2x) dx.,A:1,B:1.5,C:2,D:2.5,B
609,31,Giải phương trình 7x + 4 = 25.,A:3,B:2,C:3,B,C
610,31,Tìm nghiệm x^2 - 5x + 6 = 0.,A:2 và 3,B:3 và 2,C:1 và 6,D:0 và 6,A
611,31,Giải phương trình 2x^2 - 8x = 0.,A:0 và 4,B:0 và 2,C:2 và 4,D:1 và 4,B
612,31,Tìm GTNN của y = x^2 - 2x + 3.,A:1,B:2,C:0,D:3,A
613,31,Giải phương trình 4x^2 - 16 = 0.,A:2 và -2,B:4 và -4,C:0 và 4,D:2 và 4,B
614,31,Tính đạo hàm y = 6x^2 - 3x + 1.,A:12x - 3,B:12x + 3,C:6x - 3,D:6x + 3,A
615,31,Giải phương trình 3x - 2 = 7.,A:1,B:3,C:2,D:3,C
616,31,"Giải hệ: x + y = 8, x - y = 2.","A:5,3","B:4,4","C:3,5","D:6,2",A
617,31,Tìm nghiệm phương trình x^2 - 8x + 15 = 0.,A:3 và 5,B:5 và 3,C:2 và 7,D:4 và 11,A
618,31,Tính tích phân ∫1^2 (x^2) dx.,A:7/3,B:1,B:3/2,D:2/3,A
619,31,Giải phương trình x^2 - x - 12 = 0.,A:4 và -3,B:3 và -4,C:6 và -2,D:2 và -6,A
620,31,Tìm x để 5x + 7 = 27.,A:2,B:3,C:4,D:5,D
621,32,Tính đạo hàm y = x^3 - 9x^2 + 27x - 1.,A:3x^2 - 18x + 27,B:3x^2 - 18x + 27,C:3x^2 - 9x + 27,D:3x^2 + 18x - 27,B
622,32,Giải phương trình 2x - 3 = 5.,A:4,B:3,C:5,D:2,A
623,32,"Giải hệ: 2x + y = 6, x - y = 1.","A:2,2","B:1,3","C:3,2","D:2,1",C
624,32,Tìm giá trị x để x^2 - 7x + 12 = 0.,A:3 và 4,B:4 và 3,C:2 và 6,D:1 và 12,A
625,32,Tính tích phân ∫0^2 (x^2 + 1) dx.,A:10/3,B:12/3,C:4,D:5,B
626,32,Giải phương trình 6x + 5 = 17.,A:1,B:2,C:3,D:4,C
627,32,Giải phương trình 2x^2 - 5x + 2 = 0.,A:1 và 2,B:2 và 0.5,C:1 và 1,D:2 và 1,A
628,32,Tính đạo hàm y = x^3 - 4x^2 + 6x - 2.,A:3x^2 - 8x + 6,B:3x^2 - 4x + 6,C:3x^2 - 8x + 2,D:3x^2 - 4x + 2,A
629,32,"Giải hệ: x + y = 4, x - y = 2.","A:3,1","B:2,2","C:1,3","D:4,0",A
630,32,Tìm nghiệm x^2 - 5x + 6 = 0.,A:2 và 3,B:3 và 2,C:1 và 6,D:0 và 6,A
631,32,Tính tích phân ∫0^1 (x^2 + x) dx.,A:2/3,B:1/2,C:1,D:5/6,D
632,32,Giải phương trình 3x - 7 = 8.,A:5,B:4,C:3,D:6,A
633,32,Tìm giá trị cực đại của y = -x^2 + 4x + 1.,A:2,B:1,C:3,D:4,A
634,32,Tính đạo hàm y = 2x^3 - 3x^2 + x.,A:6x^2 - 6x + 1,B:6x^2 - 3x + 1,C:6x^2 - 3x - 1,D:3x^2 - 6x + 1,A
635,32,Giải phương trình x^2 - 4x + 3 = 0.,A:1 và 3,B:3 và 1,C:2 và 3,D:1 và 4,A
636,32,Tìm GTNN của y = x^2 - 6x + 9.,A:3,B:1,C:2,D:0,A
637,32,"Giải hệ: 2x + 3y = 6, x - y = 1.","A:3,0","B:2,0","C:2,0","D:1,2",C
638,32,Giải phương trình 4x^2 - 12x + 9 = 0.,A:1.5,B:2,C:3,D:0.5,A
639,32,Tính tích phân ∫1^2 (2x + 1) dx.,A:4,B:5,C:6,D:7,B
640,32,Giải phương trình 5x - 3 = 12.,A:3,B:2,C:4,D:5,C
641,33,Tìm nghiệm x^2 - 3x - 4 = 0.,A:4 và -1,B:1 và -4,C:2 và -2,D:4 và 1,A
642,33,Tính đạo hàm y = x^4 - 2x^2 + x.,A:4x^3 - 4x + 1,B:4x^3 - 2x + 1,C:3x^3 - 4x + 1,D:4x^3 - 4x - 1,A
643,33,Tìm GTLN của y = -x^2 + 2x + 3.,A:1,B:2,C:0,D:3,B
644,33,Giải phương trình 2x^2 - 7x + 3 = 0.,A:3 và 0.5,B:1 và 3,C:0 và 3,D:2 và 1,A
645,33,Tính tích phân ∫0^2 (3x^2 + 2x) dx.,A:10,B:8,C:12,D:6,A
646,33,"Giải hệ: x + y = 5, 2x - y = 4.","A:3,2","B:2,3","C:1,4","D:4,1",A
647,33,Tìm nghiệm x^2 - 6x + 8 = 0.,A:2 và 4,B:1 và 8,C:2 và 4,D:3 và 5,A
648,33,Tính đạo hàm y = 5x^3 - 3x^2 + 2x.,A:15x^2 - 6x + 2,B:15x^2 - 3x + 2,C:5x^2 - 6x + 2,D:15x^2 - 6x + 3,A
649,33,Giải phương trình 3x^2 - 8x + 4 = 0.,A:2 và 2/3,B:1 và 4,C:2 và 3,D:1 và 3,A
650,33,Tìm GTNN của y = x^2 - 4x + 5.,A:2,B:1,C:3,D:0,A
651,33,Giải phương trình 4x - 9 = 7.,A:3,B:4,C:2,D:5,B
652,33,Tính tích phân ∫1^3 (x^2 - x) dx.,A:6,B:7,C:8,D:5,A
653,33,"Giải hệ: x + 2y = 6, x - y = 1.","A:3,1","B:2,2","C:1,3","D:4,1",A
654,33,Tìm nghiệm x^2 - 5x + 6 = 0.,A:2 và 3,B:3 và 2,C:1 và 6,D:0 và 6,A
655,33,Tính đạo hàm y = 3x^3 - 6x^2 + 2x.,A:9x^2 - 12x + 2,B:9x^2 - 6x + 2,C:3x^2 - 12x + 2,D:9x^2 - 12x + 3,A
656,33,Giải phương trình 2x^2 - 5x + 3 = 0.,A:1 và 3/2,B:3/2 và 1,C:1 và 2,D:2 và 1,A
657,33,Tìm GTLN của y = -x^2 + 5x - 2.,A:2.5,B:3,C:1,D:4,A
658,33,Tính tích phân ∫0^1 (x^3 + x^2) dx.,A:0.5,B:0.75,C:1,D:1.25,B
659,33,Giải phương trình 6x - 11 = 13.,A:4,B:3,C:5,D:6,C
660,33,"Giải hệ: 3x + y = 7, x - y = 1.","A:2,1","B:3,2","C:1,2","D:4,1",A
661,34,Tìm nghiệm x^2 - 8x + 15 = 0.,A:3 và 5,B:5 và 3,C:2 và 7,D:4 và 11,A
662,34,Tính đạo hàm y = x^4 - 4x^3 + x.,A:4x^3 - 12x^2 + 1,B:4x^3 - 4x^2 + 1,C:3x^3 - 12x^2 + 1,D:4x^3 - 12x^2 - 1,A
663,34,Giải phương trình 3x - 5 = 7.,A:3,B:4,C:2,D:6,B
664,34,Tính tích phân ∫0^2 (2x^2 + 3x) dx.,A:10,B:8,C:12,D:6,C
665,34,Giải phương trình x^2 - 4x - 5 = 0.,A:5 và -1,B:1 và -5,C:2 và -2,D:3 và -3,A
666,34,"Giải hệ: x + y = 6, x - y = 2.","A:4,2","B:3,3","C:2,4","D:5,1",A
667,34,Tính đạo hàm y = 2x^3 - 3x^2 + x.,A:6x^2 - 6x + 1,B:6x^2 - 3x + 1,C:6x^2 - 3x - 1,D:3x^2 - 6x + 1,A
668,34,Giải phương trình 2x^2 - 7x + 3 = 0.,A:1 và 3/2,B:3/2 và 1,C:1 và 2,D:2 và 1,A
669,34,Tìm GTNN của y = x^2 - 3x + 2.,A:1,B:2,C:0,D:3,A
670,34,Tính tích phân ∫1^2 (x^3 + x) dx.,A:4,B:3,B:5,D:6,A
671,34,Giải phương trình 4x - 7 = 5.,A:3,B:2,C:1,D:4,D
672,34,"Giải hệ: 2x + y = 5, x - y = 1.","A:2,1","B:3,2","C:1,2","D:4,1",A
673,34,Tìm nghiệm x^2 - 6x + 8 = 0.,A:2 và 4,B:1 và 8,C:2 và 4,D:3 và 5,A
674,34,Tính đạo hàm y = x^3 - 6x^2 + 9x.,A:3x^2 - 12x + 9,B:3x^2 - 6x + 9,C:3x^2 + 12x + 9,D:3x^2 - 12x - 9,A
675,34,Giải phương trình 3x - 4 = 8.,A:4,B:3,C:2,D:5,A
676,34,Tính giới hạn lim(x→0) (sinx)/x,0,1,∞,-1,B
677,34,Giải phương trình 2x^2 - 3x + 1 = 0, x=1/2 hoặc x=1, x=1/2 hoặc x=-1, x=-1 hoặc x=2, x=1/3 hoặc x=1,A
678,34,Tính đạo hàm của y=x^3+2x, 3x^2, 3x^2+2, 3x^2+1, 2x^2,B
679,34,Hàm số y=x^2+4x+3 có cực tiểu tại x=,-2,-1,1,2,A
680,34,Tính tích phân ∫0^1 x dx,1,2-Jan,0,2,B
681,35,Giải phương trình log2(x-1)=3, x=8, x=7, x=9, x=4,B
682,35,Tìm tập xác định của hàm số y=√(x-2), x≥2, x>2, x≥0, x>0,A
683,35,Tính lim(x→∞) (2x^2+3)/(x^2-1),2,3,1,0,A
684,35,Hàm số y=x^3-3x^2+2x có cực đại tại x=,0,1,2,-1,B
685,35,"Giải phương trình sinx=1/2, 0≤x<2π",π/6,π/3,5π/6,2π/3,A
686,35,Tính đạo hàm y=ln(x),1/x,ln(x),x,x^2,A
687,35,Hàm số y=e^x có đạo hàm y' bằng,e^x,xe^x,lnx,e^2x,A
688,35,Giải phương trình e^x=5, x=ln5, x=5, x=ln25, x=1,A
689,35,Tìm giá trị lớn nhất của y=x(4-x),4,2,1,0,B
690,35,Tính ∫0^π sinx dx,0,1,2,-1,C
691,35,"Giải phương trình cosx=0, 0≤x<2π", π/2 và 3π/2, 0 và π, π/4 và 3π/4, π/3 và 2π/3,A
692,35,Tính lim(x→0) (1-cosx)/x^2,0,2-Jan,1,-0.5,B
693,35,Hàm số y=x^4-4x^3+6x^2 có cực đại tại x=,0,1,2,3,B
694,35,Giải bất phương trình 2x-5>3, x>4, x>2, x>5, x>1,A
695,35,Tính đạo hàm y=tanx,secx,sec^2x,cosx,sinx,B
696,35,Giải phương trình x^2-5x+6=0,x=2 hoặc 3,x=1 hoặc 6,x=-2 hoặc 3,x=3 hoặc 4,A
697,35,Tìm đạo hàm y=3x^2-4x+1,6x-4,6x-2,3x-4,3x-2,A
698,35,Tính tích phân ∫1^2 (2x+1) dx,4,5,6,7,C
699,35,Giải phương trình log3(x)=4,x=64,x=81,x=27,x=16,B
700,35,Tìm tập xác định của hàm số y=1/(x-2),x≠2,x≠0,x>2,x≥0,A
701,36,Tính lim(x→∞) (5x^3+2)/(2x^3-1),2-May,5-Feb,1,0,A
702,36,Hàm số y=x^3-6x^2+9x có cực đại tại x=0,0,1,2,3,C
703,36,"Giải phương trình sin2x=√3/2, 0≤x<2π","x=π/6,5π/6","x=π/3,2π/3","x=π/4,3π/4","x=π/2,3π/2",A
704,36,Tính đạo hàm y=e^(2x),2e^(2x),e^(2x),2x,e^(x),A
705,36,Hàm số y=ln(x^2+1) có đạo hàm y' bằng,2x/(x^2+1),x/(x^2+1),ln(x^2+1),x^2+1,A
706,36,Tìm giá trị lớn nhất của y=-(x-3)^2+5,5,3,-5,0,A
707,36,Tính ∫0^1 (3x^2) dx,1,2-Jan,3-Jan,3-Feb,C
708,36,Giải bất phương trình x^2-4x+3<0,"x∈(1,3)","x∈(0,3)","x∈(1,4)","x∈(2,3)",A
709,36,Tính lim(x→0) (e^x-1)/x,0,1,∞,-1,B
710,36,Hàm số y=√(x+1) có đạo hàm y' bằng,1/(2√(x+1)),√(x+1)/2,1/(x+1),1/√(x+1),A
711,36,"Giải phương trình cos2x=1/2, 0≤x<2π","x=π/6,11π/6","x=π/4,7π/4","x=π/3,5π/3","x=π/2,3π/2",C
712,36,Tính đạo hàm y=arctanx,1/(1+x^2),1/(1-x^2),tanx,cotx,A
713,36,Giải phương trình x^2+2x-3=0,x=1 hoặc -3,x=-1 hoặc 3,x=3 hoặc -1,x=-1 hoặc -3,D
714,36,Tính tích phân ∫0^π/2 cosx dx,0,1,2-Jan,2,B
715,36,Giải bất phương trình 3x+2≤5,x≤1,x≤-1,x≤2,x≤3,A
716,36,Tìm lim(x→∞) (x^2-1)/(2x^2+3),2-Jan,2,3-Jan,0,A
717,36,Hàm số y=2x^3-9x^2+12x có cực tiểu tại x=1,1,2,3,0,A
718,36,Giải phương trình log5(x-2)=2,x=27,x=25,x=7,x=10,B
719,36,Tính đạo hàm y=sinx^2,2xcosx^2,cos2x,sinx^2,2cosx,A
